,A,B,C,D,E,F
2823,out,mainHall,diningHall,other,other,hallA
2824,out,mainHall,other,hallB,recreationArea,hallB
2825,out,out,out,hallD,other,hallD
2826,out,mainHall,diningHall,out,out,out
2827,out,mainHall,diningHall,hallB,exhibition,other
2828,out,mainHall,other,hallB,other,hallA
2829,other,other,other,other,other,other
2830,out,mainHall,out,out,out,out
2831,out,mainHall,other,hallB,hallA,other
2832,out,mainHall,other,hallB,other,hallB
2833,out,out,out,out,out,out
2834,out,mainHall,diningHall,hallB,other,other
2835,out,out,out,out,out,out
2836,out,mainHall,other,other,other,hallA
2837,out,mainHall,out,out,out,out
2838,out,out,out,out,out,out
2839,out,out,out,out,out,out
2840,out,out,out,hallA,other,hallA
2841,out,exhibition,exhibition,exhibition,exhibition,exhibition
2842,out,out,out,out,out,out
2843,out,mainHall,other,hallC,recreationArea,other
2844,out,mainHall,diningHall,hallB,other,hallA
2845,out,mainHall,out,out,out,out
2846,out,mainHall,out,out,out,out
2847,out,mainHall,diningHall,exhibition,other,other
2848,out,mainHall,diningHall,hallC,other,hallC
2849,out,mainHall,diningHall,other,other,other
2850,out,mainHall,other,hallB,other,hallC
2851,out,mainHall,diningHall,hallB,other,hallB
2852,out,mainHall,diningHall,out,out,out
2853,out,out,out,out,out,out
2854,out,out,out,out,out,out
2855,out,mainHall,diningHall,hallC,other,hallA
2856,out,mainHall,other,hallB,recreationArea,hallB
2857,out,mainHall,other,other,recreationArea,hallB
2858,out,mainHall,other,hallB,other,hallA
2859,out,mainHall,other,hallB,other,hallC
2860,out,mainHall,other,other,recreationArea,other
2861,out,out,out,out,out,out
2862,out,out,out,out,out,out
2863,out,out,out,other,other,hallC
2864,out,mainHall,recreationArea,recreationArea,other,other
2865,out,mainHall,out,out,out,out
2866,out,other,other,other,out,out
2867,out,out,out,hallB,other,hallA
2868,out,out,out,out,out,out
2869,out,mainHall,diningHall,hallC,exhibition,recreationArea
2870,out,mainHall,other,hallD,recreationArea,other
2871,out,mainHall,diningHall,hallB,other,hallA
2872,out,out,out,out,out,out
2873,out,out,out,other,recreationArea,hallA
2874,out,mainHall,out,out,out,out
2875,out,mainHall,out,out,out,out
2876,out,mainHall,recreationArea,hallB,recreationArea,other
2877,out,mainHall,diningHall,hallB,other,hallA
2878,out,out,out,out,out,out
2879,out,mainHall,diningHall,hallB,other,other
2880,out,out,out,other,other,recreationArea
2881,out,mainHall,other,hallB,recreationArea,other
2882,out,mainHall,diningHall,other,other,hallB
2883,out,out,out,hallB,other,other
2884,out,mainHall,diningHall,hallD,other,hallD
2885,out,out,out,out,out,out
2886,out,mainHall,out,out,out,out
2887,out,mainHall,diningHall,other,recreationArea,hallC
2888,out,mainHall,out,out,out,out
2889,out,out,out,out,out,out
2890,out,mainHall,other,exhibition,other,recreationArea
2891,out,mainHall,other,hallD,recreationArea,other
2892,out,mainHall,out,out,out,out
2893,out,other,other,other,other,out
2894,out,mainHall,out,out,out,out
2895,out,mainHall,other,hallB,other,other
2896,out,other,other,other,other,other
2897,out,mainHall,exhibition,other,other,hallA
2898,out,out,out,out,out,out
2899,out,mainHall,diningHall,hallC,recreationArea,other
2900,out,mainHall,other,hallB,other,hallA
2901,out,out,out,hallA,other,hallA
2902,out,mainHall,out,out,out,out
2903,out,mainHall,diningHall,other,other,other
2904,out,mainHall,other,exhibition,other,other
2905,out,mainHall,out,out,out,out
2906,out,out,out,hallC,other,hallD
2907,out,mainHall,other,hallD,other,hallD
2908,out,mainHall,other,hallD,other,other
2909,out,out,out,out,out,out
2910,out,out,out,out,out,out
2911,out,out,out,other,hallB,hallB
2912,out,mainHall,diningHall,hallC,other,hallC
2913,out,mainHall,out,out,out,out
2914,out,mainHall,diningHall,hallB,other,hallA
2915,out,mainHall,other,other,recreationArea,other
2916,out,out,out,hallB,other,other
2917,out,mainHall,other,hallB,other,hallB
2918,out,mainHall,out,out,out,out
2919,out,out,out,hallD,other,hallD
2920,out,mainHall,other,other,other,hallA
2921,out,out,out,out,out,out
2922,out,mainHall,diningHall,hallB,other,other
2923,out,mainHall,diningHall,hallC,other,recreationArea
2924,out,out,out,out,out,out
2925,out,out,out,out,out,out
2926,out,out,out,hallB,recreationArea,other
2927,out,mainHall,out,out,out,out
2928,out,out,out,hallC,other,other
2929,out,mainHall,out,out,out,out
2930,out,out,out,out,out,out
2931,out,mainHall,diningHall,hallB,other,other
2932,out,out,out,out,out,out
2933,out,mainHall,other,hallB,other,hallA
2934,out,mainHall,other,out,out,out
2935,out,mainHall,out,out,out,out
2936,out,out,out,out,out,out
2937,out,mainHall,diningHall,other,recreationArea,other
2938,out,out,out,out,out,out
2939,out,mainHall,diningHall,hallC,other,hallA
2940,out,out,out,hallD,recreationArea,hallD
2941,out,mainHall,other,recreationArea,exhibition,other
2942,out,out,out,out,out,out
2943,out,mainHall,diningHall,hallD,other,other
2944,out,out,out,other,other,hallC
2945,out,mainHall,diningHall,hallB,recreationArea,hallB
2946,out,out,out,hallD,other,hallD
2947,out,out,out,out,out,out
2948,out,out,out,out,out,out
2949,out,mainHall,diningHall,exhibition,other,hallC
2950,out,other,other,other,out,out
2951,out,out,out,out,out,out
2952,out,out,out,out,out,out
2953,out,mainHall,diningHall,hallB,other,hallB
2954,out,mainHall,other,hallB,recreationArea,hallC
2955,out,out,out,out,out,out
2956,out,out,out,out,out,out
2957,out,mainHall,other,hallB,recreationArea,hallC
2958,out,mainHall,diningHall,hallD,recreationArea,other
2959,out,mainHall,other,exhibition,exhibition,other
2960,out,mainHall,exhibition,other,recreationArea,hallA
2961,out,mainHall,diningHall,out,out,out
2962,out,mainHall,out,out,out,out
2963,out,mainHall,diningHall,other,exhibition,other
2964,out,mainHall,other,other,exhibition,hallB
2965,out,out,out,hallD,recreationArea,hallD
2966,out,mainHall,other,hallB,other,hallC
2967,out,other,out,out,out,out
2968,out,out,exhibition,other,other,other
2969,out,out,out,other,recreationArea,hallC
2970,out,mainHall,diningHall,hallB,recreationArea,other
2971,out,out,out,hallB,recreationArea,other
2972,out,mainHall,diningHall,exhibition,recreationArea,hallC
2973,out,mainHall,diningHall,hallC,recreationArea,other
2974,out,out,out,out,out,out
2975,out,mainHall,out,out,out,out
2976,out,out,out,exhibition,other,hallC
2977,out,mainHall,diningHall,exhibition,other,hallC
2978,out,out,out,hallD,other,other
2979,out,mainHall,other,other,hallA,hallA
2980,out,mainHall,other,hallB,hallA,hallC
2981,out,mainHall,other,hallB,other,hallB
2982,out,mainHall,diningHall,other,other,other
2983,out,mainHall,recreationArea,hallB,recreationArea,other
2984,out,other,other,other,other,out
2985,out,out,out,out,out,out
2986,out,out,out,hallB,recreationArea,recreationArea
2987,out,out,out,out,out,out
2988,out,out,out,out,out,out
2989,out,mainHall,diningHall,hallB,other,other
2990,out,mainHall,diningHall,hallC,exhibition,other
2991,out,out,out,hallD,recreationArea,hallC
2992,out,out,out,other,recreationArea,hallB
2993,out,mainHall,diningHall,other,recreationArea,hallC
2994,out,mainHall,diningHall,out,out,out
2995,out,mainHall,out,out,out,out
2996,out,mainHall,other,hallC,exhibition,other
2997,out,mainHall,out,out,out,out
2998,out,mainHall,diningHall,hallA,other,hallA
2999,out,mainHall,other,hallC,exhibition,hallC
3000,out,mainHall,out,out,out,out
3001,out,out,out,out,out,out
3002,out,mainHall,other,other,exhibition,exhibition
3003,out,mainHall,out,out,out,out
3004,out,mainHall,diningHall,other,other,other
3005,out,mainHall,diningHall,hallB,other,hallA
3006,out,mainHall,out,out,out,out
3007,out,mainHall,diningHall,hallC,other,hallC
3008,out,mainHall,diningHall,exhibition,other,other
3009,out,out,out,hallB,other,hallA
3010,out,mainHall,other,hallC,recreationArea,other
3011,out,out,out,hallD,other,other
3012,out,mainHall,diningHall,hallB,other,hallA
3013,out,out,out,out,out,out
3014,out,out,out,out,out,out
3015,out,mainHall,diningHall,hallB,other,hallA
3016,out,mainHall,diningHall,exhibition,other,hallA
3017,out,mainHall,diningHall,hallC,recreationArea,other
3018,out,mainHall,recreationArea,exhibition,out,out
3019,out,out,out,out,out,out
3020,out,mainHall,diningHall,hallB,other,hallB
3021,out,mainHall,diningHall,hallB,other,other
3022,out,mainHall,other,out,out,out
3023,out,mainHall,other,exhibition,exhibition,other
3024,out,mainHall,out,out,out,out
3025,out,mainHall,out,out,out,out
3026,out,mainHall,other,hallC,other,hallC
3027,out,mainHall,diningHall,hallB,exhibition,hallB
3028,out,mainHall,diningHall,recreationArea,recreationArea,recreationArea
3029,out,mainHall,other,hallC,other,other
3030,out,mainHall,diningHall,out,out,out
3031,out,mainHall,other,exhibition,other,hallB
3032,out,out,out,other,recreationArea,hallA
3033,out,out,out,out,out,out
3034,out,out,out,hallB,recreationArea,hallA
3035,out,out,out,hallB,hallA,hallA
3036,out,mainHall,other,hallB,other,hallA
3037,out,mainHall,recreationArea,exhibition,recreationArea,other
3038,out,mainHall,out,out,out,out
3039,out,mainHall,other,hallC,other,hallC
3040,out,out,out,out,out,out
3041,out,out,out,out,out,out
3042,out,mainHall,diningHall,other,other,other
3043,out,out,out,out,out,out
3044,out,mainHall,diningHall,out,out,out
3045,out,other,diningHall,other,other,other
3046,out,mainHall,diningHall,recreationArea,other,recreationArea
3047,out,out,out,out,out,out
3048,out,out,out,hallB,exhibition,other
3049,out,out,out,hallA,other,hallA
3050,out,mainHall,recreationArea,hallA,other,other
3051,out,out,out,exhibition,exhibition,other
3052,out,mainHall,recreationArea,other,other,other
3053,out,out,out,hallB,exhibition,hallA
3054,out,out,out,exhibition,exhibition,other
3055,out,mainHall,out,out,out,out
3056,out,mainHall,other,hallC,other,hallC
3057,out,mainHall,diningHall,exhibition,recreationArea,hallA
3058,out,other,other,other,other,other
3059,out,mainHall,other,other,other,other
3060,out,mainHall,diningHall,out,out,out
3061,out,mainHall,other,hallC,recreationArea,other
3062,out,mainHall,diningHall,hallB,recreationArea,hallC
3063,out,out,out,hallB,other,hallA
3064,out,mainHall,recreationArea,other,other,other
3065,out,other,other,hallB,other,hallB
3066,out,out,out,out,out,out
3067,out,mainHall,diningHall,out,out,out
3068,out,mainHall,diningHall,hallB,other,hallD
3069,out,mainHall,out,out,out,out
3070,out,other,out,out,out,out
3071,out,out,out,out,out,out
3072,out,mainHall,diningHall,hallA,recreationArea,hallA
3073,out,out,out,out,out,out
3074,out,out,out,out,out,out
3075,out,mainHall,diningHall,hallB,other,other
3076,out,out,out,out,out,out
3077,out,out,out,hallB,recreationArea,hallA
3078,out,out,out,hallD,exhibition,other
3079,out,mainHall,out,out,out,out
3080,out,out,out,hallA,other,hallA
3081,out,mainHall,diningHall,out,out,out
3082,out,out,out,hallB,hallA,other
3083,out,mainHall,diningHall,out,out,out
3084,out,mainHall,other,hallC,exhibition,other
3085,out,exhibition,other,out,out,out
3086,out,mainHall,out,out,out,out
3087,out,out,out,out,out,out
3088,out,other,other,other,out,out
3089,out,mainHall,other,out,out,out
3090,out,out,out,hallB,hallA,hallA
3091,out,mainHall,other,hallB,recreationArea,recreationArea
3092,out,mainHall,other,hallB,other,hallA
3093,out,out,out,out,out,out
3094,out,mainHall,other,out,out,out
3095,out,exhibition,out,out,out,out
3096,out,mainHall,other,recreationArea,recreationArea,other
3097,out,mainHall,diningHall,exhibition,recreationArea,hallC
3098,out,mainHall,diningHall,other,other,other
3099,out,mainHall,diningHall,hallB,other,hallA
3100,out,out,out,out,out,out
3101,out,mainHall,other,other,other,other
3102,out,mainHall,diningHall,out,out,out
3103,out,out,out,out,out,out
3104,out,mainHall,out,out,out,out
3105,out,mainHall,out,out,out,out
3106,out,mainHall,out,out,out,out
3107,out,other,out,out,out,out
3108,out,mainHall,diningHall,exhibition,exhibition,other
3109,out,mainHall,other,hallB,other,hallA
3110,out,out,out,exhibition,recreationArea,hallC
3111,out,mainHall,other,hallB,recreationArea,other
3112,out,other,other,other,out,out
3113,out,mainHall,diningHall,hallD,other,other
3114,out,mainHall,out,out,out,out
3115,out,out,out,hallB,hallA,hallA
3116,out,out,out,exhibition,recreationArea,hallD
3117,out,mainHall,diningHall,hallA,hallA,other
3118,out,other,other,other,out,out
3119,out,mainHall,out,out,out,out
3120,out,out,out,hallB,other,hallA
3121,out,mainHall,diningHall,hallB,other,hallB
3122,out,mainHall,diningHall,hallB,recreationArea,other
3123,out,mainHall,diningHall,other,exhibition,hallB
3124,out,mainHall,diningHall,hallB,recreationArea,other
3125,out,mainHall,out,out,out,out
3126,out,mainHall,diningHall,other,other,other
3127,out,mainHall,other,other,other,hallA
3128,out,mainHall,recreationArea,hallB,recreationArea,hallA
3129,out,mainHall,diningHall,out,out,out
3130,out,out,out,other,other,other
3131,out,mainHall,out,out,out,out
3132,out,mainHall,diningHall,out,out,out
3133,out,mainHall,other,exhibition,exhibition,recreationArea
3134,out,mainHall,diningHall,hallB,recreationArea,other
3135,out,out,out,hallC,recreationArea,other
3136,out,mainHall,other,other,other,hallB
3137,out,mainHall,diningHall,hallD,other,other
3138,out,mainHall,diningHall,other,recreationArea,hallB
3139,out,mainHall,diningHall,hallB,other,other
3140,out,mainHall,diningHall,hallD,exhibition,other
3141,out,mainHall,diningHall,out,out,out
3142,out,out,out,hallD,other,hallD
3143,out,mainHall,out,out,out,out
3144,out,mainHall,other,hallB,other,hallB
3145,out,out,out,out,out,out
3146,out,out,out,out,out,out
3147,out,mainHall,out,out,out,out
3148,out,mainHall,diningHall,other,other,hallB
3149,out,other,other,other,out,out
3150,out,other,out,out,out,out
3151,out,mainHall,other,out,out,out
3152,out,other,out,out,out,out
3153,out,other,out,out,out,out
3154,out,mainHall,out,out,out,out
3155,out,out,out,out,out,out
3156,out,out,out,hallA,other,hallA
3157,out,mainHall,diningHall,hallA,recreationArea,other
3158,out,out,out,hallB,exhibition,other
3159,out,mainHall,diningHall,exhibition,other,hallC
3160,out,out,out,out,out,out
3161,out,mainHall,diningHall,exhibition,other,hallC
3162,out,mainHall,diningHall,other,other,hallA
3163,other,other,other,other,other,other
3164,out,mainHall,out,out,out,out
3165,out,mainHall,out,out,out,out
3166,out,mainHall,diningHall,hallC,recreationArea,other
3167,out,mainHall,other,out,out,out
3168,out,out,out,hallB,other,hallC
3169,out,mainHall,out,out,out,out
3170,out,mainHall,diningHall,hallB,other,hallA
3171,out,out,out,out,out,out
3172,out,out,out,out,out,out
3173,out,mainHall,diningHall,hallC,other,other
3174,out,out,out,hallB,other,hallA
3175,out,mainHall,out,out,out,out
3176,out,mainHall,other,hallD,recreationArea,hallD
3177,out,out,out,out,out,out
3178,out,mainHall,diningHall,hallC,other,hallC
3179,out,out,out,out,out,out
3180,out,mainHall,other,other,exhibition,recreationArea
3181,out,out,out,hallD,other,hallD
3182,out,out,out,out,out,out
3183,out,out,out,out,out,out
3184,out,out,out,exhibition,other,other
3185,out,out,out,out,out,out
3186,out,out,out,hallB,other,other
3187,out,mainHall,diningHall,hallB,recreationArea,hallA
3188,out,out,out,hallB,other,hallA
3189,out,mainHall,diningHall,hallC,recreationArea,hallA
3190,out,mainHall,out,out,out,out
3191,out,mainHall,other,hallC,recreationArea,hallC
3192,out,mainHall,diningHall,hallB,recreationArea,other
3193,out,mainHall,other,out,out,out
3194,out,out,out,exhibition,exhibition,other
3195,out,mainHall,out,out,out,out
3196,out,out,out,hallC,recreationArea,hallC
3197,out,mainHall,diningHall,recreationArea,recreationArea,other
3198,out,out,out,out,out,out
3199,out,out,out,out,out,out
3200,out,out,out,out,out,out
3201,out,out,out,hallD,other,other
3202,out,out,out,hallD,other,hallD
3203,out,out,out,hallB,other,other
3204,out,mainHall,diningHall,out,out,out
3205,out,out,out,out,out,out
3206,out,mainHall,out,out,out,out
3207,out,out,out,out,out,out
3208,out,mainHall,other,hallD,recreationArea,hallD
3209,out,out,out,exhibition,exhibition,other
3210,out,mainHall,diningHall,hallB,other,hallA
3211,out,mainHall,other,other,other,other
3212,out,out,out,out,out,out
3213,out,mainHall,out,out,out,out
3214,out,out,recreationArea,exhibition,recreationArea,other
3215,out,out,out,out,out,out
3216,out,mainHall,out,out,out,out
3217,out,mainHall,diningHall,hallD,recreationArea,hallD
3218,out,mainHall,diningHall,hallB,other,hallB
3219,out,mainHall,diningHall,hallB,other,hallB
3220,out,mainHall,exhibition,recreationArea,other,recreationArea
3221,out,mainHall,other,out,out,out
3222,out,out,out,out,out,out
3223,out,mainHall,other,out,out,out
3224,out,out,out,hallD,other,other
3225,out,out,out,out,out,out
3226,out,mainHall,out,out,out,out
3227,out,mainHall,out,out,out,out
3228,out,other,other,other,out,out
3229,out,mainHall,out,out,out,out
3230,out,mainHall,other,other,recreationArea,other
3231,out,mainHall,recreationArea,other,recreationArea,other
3232,out,mainHall,diningHall,hallB,recreationArea,other
3233,out,mainHall,other,hallD,recreationArea,hallC
3234,out,out,out,hallA,exhibition,other
3235,out,mainHall,out,out,out,out
3236,out,out,out,out,out,out
3237,out,mainHall,diningHall,hallC,other,other
3238,out,out,out,out,out,out
3239,out,out,out,out,out,out
3240,out,out,out,hallA,other,hallA
3241,out,mainHall,other,hallC,recreationArea,other
3242,out,mainHall,diningHall,exhibition,recreationArea,other
3243,out,mainHall,out,out,out,out
3244,out,exhibition,out,out,out,out
3245,out,other,other,other,out,out
3246,out,mainHall,diningHall,other,recreationArea,hallA
3247,out,mainHall,other,hallB,recreationArea,other
3248,out,mainHall,out,out,out,out
3249,out,mainHall,other,exhibition,exhibition,other
3250,out,mainHall,other,hallB,other,hallB
3251,out,out,out,out,out,out
3252,out,out,out,other,other,hallB
3253,out,out,out,out,out,out
3254,out,other,other,other,other,other
3255,out,out,out,hallB,other,hallB
3256,out,mainHall,diningHall,out,out,out
3257,out,mainHall,diningHall,other,recreationArea,other
3258,out,mainHall,other,out,out,out
3259,out,out,out,out,out,out
3260,out,out,out,out,out,out
3261,out,out,out,exhibition,recreationArea,other
3262,out,other,other,other,other,other
3263,out,mainHall,recreationArea,other,recreationArea,other
3264,out,out,out,hallB,recreationArea,other
3265,out,mainHall,recreationArea,exhibition,recreationArea,other
3266,out,other,other,other,other,out
3267,out,out,out,hallD,recreationArea,hallD
3268,out,mainHall,other,out,out,out
3269,out,mainHall,other,hallA,other,hallA
3270,out,mainHall,diningHall,out,out,out
3271,out,out,out,out,out,out
3272,out,out,out,hallD,recreationArea,other
3273,out,mainHall,diningHall,exhibition,other,hallB
3274,out,mainHall,diningHall,other,other,other
3275,out,out,out,out,out,out
3276,out,mainHall,out,out,out,out
3277,out,out,out,hallD,other,other
3278,out,out,out,out,out,out
3279,out,mainHall,exhibition,hallB,other,hallA
3280,out,mainHall,diningHall,out,out,out
3281,out,mainHall,diningHall,recreationArea,other,hallB
3282,out,mainHall,diningHall,out,out,out
3283,out,mainHall,out,out,out,out
3284,out,mainHall,other,hallC,exhibition,hallC
3285,out,mainHall,diningHall,hallB,other,hallB
3286,out,mainHall,diningHall,exhibition,exhibition,recreationArea
3287,out,out,out,out,out,out
3288,out,out,out,hallC,recreationArea,other
3289,out,mainHall,out,out,out,out
3290,out,mainHall,diningHall,recreationArea,other,other
3291,out,out,out,out,out,out
3292,out,mainHall,out,out,out,out
3293,out,out,out,other,recreationArea,other
3294,out,mainHall,other,hallB,other,hallB
3295,out,out,out,hallD,other,other
3296,out,mainHall,diningHall,hallC,recreationArea,hallC
3297,out,mainHall,diningHall,other,other,hallA
3298,out,mainHall,out,out,out,out
3299,out,mainHall,diningHall,exhibition,exhibition,other
3300,out,mainHall,other,other,other,other
3301,out,other,out,out,out,out
3302,out,other,out,out,out,out
3303,out,mainHall,diningHall,hallC,other,hallB
3304,out,mainHall,diningHall,hallB,other,hallA
3305,out,mainHall,other,hallA,other,hallA
3306,out,out,out,out,out,out
3307,out,out,out,out,out,out
3308,out,mainHall,diningHall,other,hallA,other
3309,out,other,other,other,other,other
3310,out,mainHall,out,out,out,out
3311,out,other,out,out,out,out
3312,out,out,out,hallD,recreationArea,hallD
3313,out,mainHall,other,other,exhibition,other
3314,out,mainHall,diningHall,hallB,other,hallA
3315,out,out,out,hallA,recreationArea,hallA
3316,out,mainHall,diningHall,out,out,out
3317,out,mainHall,diningHall,exhibition,other,exhibition
3318,out,mainHall,out,out,out,out
3319,out,out,out,out,out,out
3320,out,mainHall,diningHall,hallB,recreationArea,other
3321,out,mainHall,diningHall,out,out,out
3322,out,out,out,hallD,recreationArea,hallD
3323,out,mainHall,out,out,out,out
3324,out,mainHall,diningHall,other,recreationArea,other
3325,out,other,out,out,out,out
3326,out,out,other,other,other,hallD
3327,out,out,out,out,out,out
3328,out,mainHall,out,out,out,out
3329,out,mainHall,other,out,out,out
3330,out,out,out,out,out,out
3331,out,mainHall,out,out,out,out
3332,out,mainHall,out,out,out,out
3333,out,mainHall,diningHall,exhibition,recreationArea,other
3334,out,out,out,out,out,out
3335,out,mainHall,diningHall,other,recreationArea,recreationArea
3336,out,out,out,hallB,recreationArea,other
3337,out,out,out,hallA,other,hallA
3338,out,mainHall,diningHall,out,out,out
3339,out,out,out,out,out,out
3340,out,mainHall,diningHall,other,other,hallA
3341,out,out,out,hallD,other,hallD
3342,out,other,other,other,other,out
3343,out,out,out,hallC,recreationArea,hallA
3344,out,mainHall,diningHall,hallC,other,hallC
3345,out,mainHall,diningHall,other,recreationArea,other
3346,out,mainHall,diningHall,other,exhibition,other
3347,out,mainHall,other,hallB,exhibition,other
3348,out,out,out,out,out,out
3349,out,other,out,out,out,out
3350,out,out,out,out,out,out
3351,out,mainHall,other,out,out,out
3352,out,mainHall,other,hallB,hallA,other
3353,out,out,out,out,out,out
3354,out,mainHall,out,out,out,out
3355,out,out,out,hallD,other,hallD
3356,out,out,out,hallA,recreationArea,other
3357,out,out,out,out,out,out
3358,out,mainHall,diningHall,hallB,other,hallA
3359,out,mainHall,other,exhibition,recreationArea,other
3360,out,out,out,hallC,recreationArea,other
3361,out,mainHall,other,other,exhibition,other
3362,out,other,out,out,out,out
3363,out,mainHall,other,hallB,other,hallA
3364,out,mainHall,other,hallC,recreationArea,other
3365,out,out,out,other,other,other
3366,out,mainHall,other,hallB,recreationArea,other
3367,out,out,out,out,out,out
3368,out,out,other,hallC,other,hallC
3369,out,other,other,other,out,out
3370,other,other,other,other,other,other
3371,out,mainHall,out,out,out,out
3372,out,out,out,exhibition,recreationArea,recreationArea
3373,out,out,out,out,out,out
3374,out,mainHall,diningHall,hallB,exhibition,hallB
3375,out,out,out,hallB,recreationArea,other
3376,out,mainHall,diningHall,hallB,other,hallB
3377,out,mainHall,diningHall,hallB,recreationArea,hallC
3378,out,other,recreationArea,exhibition,exhibition,other
3379,out,mainHall,diningHall,exhibition,other,other
3380,out,mainHall,other,hallC,exhibition,other
3381,out,out,out,hallB,other,hallA
3382,out,out,out,out,out,out
3383,out,mainHall,diningHall,hallC,recreationArea,other
3384,out,out,out,out,out,out
3385,out,mainHall,diningHall,out,out,out
3386,out,out,out,hallC,other,hallC
3387,out,mainHall,other,hallC,recreationArea,other
3388,out,mainHall,out,out,out,out
3389,out,mainHall,diningHall,hallB,recreationArea,other
3390,out,mainHall,diningHall,hallB,recreationArea,hallB
3391,out,out,out,hallB,recreationArea,hallB
3392,out,mainHall,other,hallB,exhibition,hallB
3393,out,mainHall,diningHall,hallB,other,hallB
3394,out,mainHall,diningHall,exhibition,other,hallC
3395,out,out,out,out,out,out
3396,out,out,out,out,out,out
3397,out,out,out,out,out,out
3398,out,out,out,out,out,out
3399,out,mainHall,diningHall,other,recreationArea,hallC
3400,out,out,out,out,out,out
3401,out,out,out,out,out,out
3402,out,mainHall,diningHall,hallC,recreationArea,other
3403,out,mainHall,out,out,out,out
3404,out,other,other,other,out,out
3405,out,out,out,out,out,out
3406,out,out,out,hallD,exhibition,other
3407,out,mainHall,out,out,out,out
3408,out,mainHall,out,out,out,out
3409,out,out,out,hallD,recreationArea,other
3410,out,other,out,out,out,out
3411,out,out,out,out,out,out
3412,out,out,out,out,out,out
3413,out,mainHall,diningHall,hallC,recreationArea,hallC
3414,out,mainHall,diningHall,hallC,recreationArea,other
3415,out,mainHall,out,out,out,out
3416,out,mainHall,other,hallC,recreationArea,hallC
3417,out,mainHall,out,out,out,out
3418,out,out,out,out,out,out
3419,out,out,out,out,out,out
3420,out,mainHall,other,other,other,hallB
3421,out,mainHall,other,other,recreationArea,hallA
3422,out,mainHall,other,hallB,other,hallC
3423,out,out,out,other,other,other
3424,out,mainHall,other,hallD,recreationArea,hallD
3425,out,mainHall,diningHall,exhibition,recreationArea,other
3426,out,out,out,hallB,other,exhibition
3427,out,out,out,out,out,out
3428,out,out,out,out,out,out
3429,out,mainHall,out,out,out,out
3430,out,out,out,out,out,out
3431,out,mainHall,diningHall,hallB,hallB,other
3432,out,mainHall,other,other,other,hallB
3433,out,mainHall,diningHall,other,other,other
3434,out,mainHall,out,out,out,out
3435,out,out,out,out,out,out
3436,out,mainHall,diningHall,other,other,other
3437,out,mainHall,other,other,other,hallC
3438,out,mainHall,diningHall,hallB,recreationArea,other
3439,out,out,diningHall,hallC,other,exhibition
3440,out,out,out,out,out,out
3441,out,mainHall,diningHall,hallC,recreationArea,other
3442,out,mainHall,diningHall,hallB,recreationArea,hallC
3443,out,mainHall,out,out,out,out
3444,out,out,out,out,out,out
3445,out,out,out,out,out,out
3446,out,mainHall,out,out,out,out
3447,out,mainHall,out,out,out,out
3448,out,mainHall,out,out,out,out
3449,out,out,out,hallB,other,hallA
3450,out,mainHall,other,hallC,other,hallC
3451,out,other,other,other,out,out
3452,out,mainHall,out,out,out,out
3453,out,out,out,out,out,out
3454,out,out,out,out,out,out
3455,out,mainHall,other,out,out,out
3456,out,out,out,out,out,out
3457,out,mainHall,diningHall,other,recreationArea,other
3458,out,out,out,out,out,out
3459,out,mainHall,out,out,out,out
3460,out,out,out,other,hallA,hallA
3461,out,mainHall,out,out,out,out
3462,out,out,out,hallB,other,other
3463,out,mainHall,out,out,out,out
3464,out,out,out,out,out,out
3465,out,mainHall,other,other,recreationArea,other
3466,out,mainHall,diningHall,hallB,recreationArea,other
3467,out,out,out,out,out,out
3468,out,mainHall,out,out,out,out
3469,out,mainHall,diningHall,hallB,other,hallB
3470,out,mainHall,diningHall,hallB,recreationArea,other
3471,out,mainHall,other,hallB,recreationArea,other
3472,out,mainHall,diningHall,hallB,recreationArea,hallA
3473,out,mainHall,out,out,out,out
3474,out,out,out,out,out,out
3475,out,mainHall,diningHall,hallC,other,other
3476,out,out,out,other,other,hallA
3477,out,out,out,out,out,out
3478,out,mainHall,other,hallB,other,hallA
3479,out,out,out,out,out,out
3480,out,mainHall,other,out,out,out
3481,out,mainHall,out,out,out,out
3482,out,out,out,out,out,out
3483,out,mainHall,other,out,out,out
3484,out,mainHall,diningHall,hallC,other,recreationArea
3485,out,mainHall,diningHall,exhibition,recreationArea,other
3486,out,mainHall,diningHall,hallC,other,other
3487,out,out,out,out,out,out
3488,out,out,out,out,out,out
3489,out,out,out,hallC,recreationArea,hallC
3490,out,out,out,out,out,out
3491,out,mainHall,diningHall,other,other,hallB
3492,out,out,out,out,out,out
3493,out,mainHall,out,out,out,out
3494,out,mainHall,other,hallC,recreationArea,hallC
3495,out,mainHall,diningHall,exhibition,other,other
3496,out,mainHall,diningHall,hallB,recreationArea,hallB
3497,out,other,other,other,out,out
3498,out,out,out,out,out,out
3499,out,mainHall,other,hallA,hallA,hallA
3500,out,mainHall,out,out,out,out
3501,out,mainHall,out,out,out,out
3502,out,mainHall,recreationArea,other,recreationArea,other
3503,out,out,out,out,out,out
3504,out,out,out,out,out,out
3505,out,exhibition,out,out,out,out
3506,out,out,out,out,out,out
3507,out,mainHall,diningHall,other,exhibition,hallC
3508,out,mainHall,out,out,out,out
3509,out,out,out,out,out,out
3510,out,mainHall,out,out,out,out
3511,out,other,other,other,other,other
3512,out,out,out,hallD,other,hallD
